concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
K01-0074.c1	K01-0074	CP130	D02	
N03-0052.c1	N03-0052	CP130	D03	
N03-0053.c1	N03-0053	CP130	D04	
N03-0060.c1	N03-0060	CP130	D05	
N03-0061.c1	N03-0061	CP130	D06	
G01-0104.c1	G01-0104	CP131	A01	
G01-0108.c1	G01-0108	CP131	A02	
G01-0114.c1	G01-0114	CP131	A03	
G01-0119.c1	G01-0119	CP131	A04	
G01-0120.c1	G01-0120	CP131	A05	
E01-0097.c1	E01-0097	CP131	A06	
E01-0098.c1	E01-0098	CP131	B01	
E01-0099.c1	E01-0099	CP131	B02	
E01-0100.c1	E01-0100	CP131	B03	
P01-0051.c1	P01-0051	CP131	B04	
P01-0053.c1	P01-0053	CP131	B05	
P01-0057.c1	P01-0057	CP131	B06	
P01-0064.c1	P01-0064	CP131	C02	
P01-0073.c1	P01-0073	CP131	C03	
P01-0071.c1	P01-0071	CP131	C04	
A02-0475.c1	A02-0475	CP131	C05	
A02-0472.c1	A02-0472	CP131	C06	
A02-0473.c1	A02-0473	CP131	D01	
A02-0476.c1	A02-0476	CP131	D02	
R01-0025.c1	R01-0025	CP131	D03	
R01-0024.c1	R01-0024	CP131	D04	
P01-0058.c1	P01-0058	CP131	D05	
A03-0275.c1	A03-0275	CP132	A01	
A03-0321.c1	A03-0321	CP132	A02	
A03-0324.c1	A03-0324	CP132	A03	
A03-0334.c1	A03-0334	CP132	A04	
E02-0112.c1	E02-0112	CP132	A05	
E02-0113.c1	E02-0113	CP132	A06	
E02-0114.c1	E02-0114	CP132	B01	
E02-0115.c1	E02-0115	CP132	B02	
B01-0148.c1	B01-0148	CP132	B03	
B01-0157.c1	B01-0157	CP132	B04	
B01-0162.c1	B01-0162	CP132	B05	
H01-0195.c1	H01-0195	CP132	B06	
H01-0197.c1	H01-0197	CP132	C01	
H01-0198.c1	H01-0198	CP132	C02	
H01-0199.c1	H01-0199	CP132	C03	
H01-0200.c1	H01-0200	CP132	C04	
H01-0201.c1	H01-0201	CP132	C05	
H01-0202.c1	H01-0202	CP132	C06	
A02-0479.c1	A02-0479	CP132	D01	
A04-0066.c1	A04-0066	CP132	D02	
A04-0065.c1	A04-0065	CP132	D03	
A04-0067.c1	A04-0067	CP132	D04	
A02-0481.c1	A02-0481	CP132	D05	
A02-0478.c1	A02-0478	CP132	D06	
A02-0477.c1	A02-0477	CP133	A01	
A01-0237.c1	A01-0237	CP133	A02	
A01-0239.c1	A01-0239	CP133	A03	
A01-0238.c1	A01-0238	CP133	A04	
A03-0323.c1	A03-0323	CP133	A05	
A02-0487.c1	A02-0487	CP133	A06	
A03-0325.c1	A03-0325	CP133	B01	
A03-0338.c1	A03-0338	CP133	B02	
A02-0469.c1	A02-0469	CP133	B03	
A02-0485.c1	A02-0485	CP133	B04	
A02-0484.c1	A02-0484	CP133	C01	
B01-0143.c1	B01-0143	CP133	C02	
B01-0163.c1	B01-0163	CP133	C03	
C01-0161.c1	C01-0161	CP133	C04	
C01-0162.c1	C01-0162	CP133	D01	
C01-0163.c1	C01-0163	CP133	D02	
C01-0164.c1	C01-0164	CP133	D03	
C01-0165.c1	C01-0165	CP133	D04	
L01-0080.c1	L01-0080	CP134	A01	
L01-0085.c1	L01-0085	CP134	A02	
L01-0095.c1	L01-0095	CP134	A03	
L01-0112.c1	L01-0112	CP134	A04	
L01-0115.c1	L01-0115	CP134	A05	
L01-0116.c1	L01-0116	CP134	A06	
L01-0122.c1	L01-0122	CP134	B01	
O01-0052.c1	O01-0052	CP134	B02	
O01-0056.c1	O01-0056	CP134	B03	
O01-0063.c1	O01-0063	CP134	B04	
O01-0070.c1	O01-0070	CP134	B05	
O01-0075.c1	O01-0075	CP134	B06	
K01-0075.c1	K01-0075	CP134	C01	
K01-0078.c1	K01-0078	CP134	C02	
K01-0079.c1	K01-0079	CP134	C03	
K01-0080.c1	K01-0080	CP134	C04	
J01-0036.c1	J01-0036	CP134	C05	
J01-0037.c1	J01-0037	CP134	C06	
J01-0038.c1	J01-0038	CP134	D01	
J01-0039.c1	J01-0039	CP134	D02	
J01-0040.c1	J01-0040	CP134	D03	
M03-0066.c1	M03-0066	CP134	D04	
M03-0067.c1	M03-0067	CP134	D05	
M03-0069.c1	M03-0069	CP134	D06	
M03-0072.c1	M03-0072	CP135	A01	
M03-0074.c1	M03-0074	CP135	A02	
D01-0044.c1	D01-0044	CP135	A03	
D01-0048.c1	D01-0048	CP135	A04	
D01-0049.c1	D01-0049	CP135	A05	
D01-0066.c1	D01-0066	CP135	A06	
N03-0051.c1	N03-0051	CP135	B01	
N03-0057.c1	N03-0057	CP135	B02	
N03-0063.c1	N03-0063	CP135	B03	
N03-0069.c1	N03-0069	CP135	B04	
N03-0074.c1	N03-0074	CP135	B05	
N03-0075.c1	N03-0075	CP135	B06	
R01-0014.c1	R01-0014	CP135	C01	
R01-0015.c1	R01-0015	CP135	C02	
R01-0020.c1	R01-0020	CP135	C03	
R01-0026.c1	R01-0026	CP135	C04	
R01-0029.c1	R01-0029	CP135	C05	
M04-0026.c1	M04-0026	CP135	C06	
M04-0031.c1	M04-0031	CP135	D01	
M04-0036.c1	M04-0036	CP135	D02	
M04-0066.c1	M04-0066	CP135	D03	
M04-0070.c1	M04-0070	CP135	D04	
N02-0053.c1	N02-0053	CP135	D05	
N02-0059.c1	N02-0059	CP135	D06	
N02-0065.c1	N02-0065	CP136	A01	
N02-0068.c1	N02-0068	CP136	A02	
N02-0069.c1	N02-0069	CP136	A03	
N02-0070.c1	N02-0070	CP136	A04	
A01-0240.c1	A01-0240	CP136	B01	
A01-0241.c1	A01-0241	CP136	B02	
A01-0242.c1	A01-0242	CP136	B03	
A01-0243.c1	A01-0243	CP136	B04	
A02-0412.c1	A02-0412	CP136	C01	
A04-0068.c1	A04-0068	CP136	C02	
A04-0069.c1	A04-0069	CP136	C03	
A02-0488.c1	A02-0488	CP136	C04	
A02-0489.c1	A02-0489	CP136	D01	
A02-0491.c1	A02-0491	CP136	D02	
A02-0492.c1	A02-0492	CP136	D03	
A03-0327.c1	A03-0327	CP137	A01	
A03-0328.c1	A03-0328	CP137	A02	
A03-0329.c1	A03-0329	CP137	A03	
A03-0342.c1	A03-0342	CP137	A04	
G01-0105.c1	G01-0105	CP137	B01	
G01-0109.c1	G01-0109	CP137	B02	
G01-0110.c1	G01-0110	CP137	B03	
G01-0115.c1	G01-0115	CP137	B04	
G01-0155.c1	G01-0155	CP137	C01	
E01-0101.c1	E01-0101	CP137	C02	
E01-0102.c1	E01-0102	CP137	C03	
E01-0103.c1	E01-0103	CP137	C04	
E01-0104.c1	E01-0104	CP137	D01	
B01-0139.c1	B01-0139	CP138	A01	
B01-0158.c1	B01-0158	CP138	A02	
B01-0164.c1	B01-0164	CP138	A03	
D01-0080.c1	D01-0080	CP138	A04	
D01-0081.c1	D01-0081	CP138	A05	
E02-0116.c1	E02-0116	CP138	A06	
E02-0117.c1	E02-0117	CP138	B01	
E02-0118.c1	E02-0118	CP138	B02	
E02-0119.c1	E02-0119	CP138	B03	
E02-0120.c1	E02-0120	CP138	B04	
A04-0070.c1	A04-0070	CP138	C01	
A04-0071.c1	A04-0071	CP138	C02	
A01-0244.c1	A01-0244	CP138	C03	
A01-0245.c1	A01-0245	CP138	C04	
A02-0493.c1	A02-0493	CP138	D01	
A02-0409.c1	A02-0409	CP138	D02	
A02-0495.c1	A02-0495	CP138	D03	
A02-0494.c1	A02-0494	CP138	D04	
K01-0076.c1	K01-0076	CP139	A01	
K01-0077.c1	K01-0077	CP139	A02	
K01-0084.c1	K01-0084	CP139	A03	
K01-0085.c1	K01-0085	CP139	A04	
L01-0102.c1	L01-0102	CP139	A05	
L01-0104.c1	L01-0104	CP139	A06	
L01-0108.c1	L01-0108	CP139	B01	
L01-0113.c1	L01-0113	CP139	B02	
L01-0114.c1	L01-0114	CP139	B03	
L01-0117.c1	L01-0117	CP139	B04	
L01-0121.c1	L01-0121	CP139	B05	
P01-0052.c1	P01-0052	CP139	B06	
P01-0056.c1	P01-0056	CP139	C01	
P01-0063.c1	P01-0063	CP139	C02	
P01-0069.c1	P01-0069	CP139	C03	
P01-0070.c1	P01-0070	CP139	C04	
C01-0166.c1	C01-0166	CP139	C05	
C01-0167.c1	C01-0167	CP139	C06	
C01-0168.c1	C01-0168	CP139	D01	
C01-0169.c1	C01-0169	CP139	D02	
C01-0170.c1	C01-0170	CP139	D03	
N03-0013.c1	N03-0013	CP139	D04	
N03-0058.c1	N03-0058	CP139	D05	
N03-0059.c1	N03-0059	CP139	D06	
N03-0070.c1	N03-0070	CP140	A01	
N03-0071.c1	N03-0071	CP140	A02	
J01-0041.c1	J01-0041	CP140	A03	
J01-0042.c1	J01-0042	CP140	A04	
J01-0043.c1	J01-0043	CP140	A05	
J01-0044.c1	J01-0044	CP140	A06	
J01-0045.c1	J01-0045	CP140	B01	
N02-0056.c1	N02-0056	CP140	B02	
N02-0060.c1	N02-0060	CP140	B03	
N02-0061.c1	N02-0061	CP140	B04	
N02-0075.c1	N02-0075	CP140	B05	
O01-0059.c1	O01-0059	CP140	B06	
O01-0060.c1	O01-0060	CP140	C01	
O01-0065.c1	O01-0065	CP140	C02	
O01-0069.c1	O01-0069	CP140	C03	
O01-0073.c1	O01-0073	CP140	C04	
B01-0159.c1	B01-0159	CP140	C05	
B01-0165.c1	B01-0165	CP140	C06	
R01-0001.c1	R01-0001	CP140	D01	
R01-0002.c1	R01-0002	CP140	D02	
R01-0005.c1	R01-0005	CP140	D03	
R01-0007.c1	R01-0007	CP140	D04	
R01-0012.c1	R01-0012	CP140	D05	
H01-0203.c1	H01-0203	CP140	D06	
A03-0346.c1	A03-0346	CP141	A01	
A03-0331.c1	A03-0331	CP141	A02	
A03-0332.c1	A03-0332	CP141	A03	
A03-0333.c1	A03-0333	CP141	A04	
A02-0490.c1	A02-0490	CP141	A05	
A02-0496.c1	A02-0496	CP141	A06	
A02-0497.c1	A02-0497	CP141	B01	
A02-0498.c1	A02-0498	CP141	B02	
A02-0499.c1	A02-0499	CP141	B03	
A02-0500.c1	A02-0500	CP141	B04	
A02-0501.c1	A02-0501	CP141	B05	
H01-0204.c1	H01-0204	CP141	B06	
H01-0205.c1	H01-0205	CP141	C01	
H01-0207.c1	H01-0207	CP141	C02	
H01-0208.c1	H01-0208	CP141	C03	
H01-0209.c1	H01-0209	CP141	C04	
H01-0221.c1	H01-0221	CP141	C05	
A04-0072.c1	A04-0072	CP141	C06	
A04-0073.c1	A04-0073	CP141	D06	
A01-0246.c1	A01-0246	CP141	D02	
A01-0247.c1	A01-0247	CP141	D03	
A01-0248.c1	A01-0248	CP141	D04	
A01-0249.c1	A01-0249	CP141	D05	
G01-0151.c1	G01-0151	CP142	A01	
G01-0153.c1	G01-0153	CP142	A02	
G01-0156.c1	G01-0156	CP142	A03	
G01-0158.c1	G01-0158	CP142	A04	
G01-0165.c1	G01-0165	CP142	A05	
E01-0105.c1	E01-0105	CP142	A06	
E01-0106.c1	E01-0106	CP142	B01	
E01-0107.c1	E01-0107	CP142	B02	
E01-0108.c1	E01-0108	CP142	B03	
Q01-0001.c1	Q01-0001	CP142	B04	
Q01-0002.c1	Q01-0002	CP142	B05	
Q01-0003.c1	Q01-0003	CP142	B06	
Q01-0004.c1	Q01-0004	CP142	C01	
Q01-0005.c1	Q01-0005	CP142	C02	
Q01-0006.c1	Q01-0006	CP142	C03	
Q01-0007.c1	Q01-0007	CP142	C04	
A03-0335.c1	A03-0335	CP142	C05	
A03-0350.c1	A03-0350	CP142	C06	
A03-0336.c1	A03-0336	CP142	D01	
E02-0121.c1	E02-0121	CP142	D02	
E02-0122.c1	E02-0122	CP142	D03	
E02-0123.c1	E02-0123	CP142	D04	
E02-0124.c1	E02-0124	CP142	D05	
E02-0125.c1	E02-0125	CP142	D06	
B01-0128.c1	B01-0128	CP143	A01	
B01-0160.c1	B01-0160	CP143	A02	
B01-0175.c1	B01-0175	CP143	A03	
H01-0210.c1	H01-0210	CP143	A04	
H01-0211.c1	H01-0211	CP143	A05	
H01-0212.c1	H01-0212	CP143	A06	
H01-0213.c1	H01-0213	CP143	B01	
H01-0214.c1	H01-0214	CP143	B02	
H01-0217.c1	H01-0217	CP143	B04	
D01-0084.c1	D01-0084	CP143	B05	
D01-0083.c1	D01-0083	CP143	B06	
D01-0090.c1	D01-0090	CP143	C01	
D01-0093.c1	D01-0093	CP143	C02	
A01-0250.c1	A01-0250	CP143	C03	
A01-0251.c1	A01-0251	CP143	C04	
A04-0074.c1	A04-0074	CP143	C05	
A04-0075.c1	A04-0075	CP143	C06	
A02-0530.c1	A02-0530	CP143	D01	
A02-0536.c1	A02-0536	CP143	D02	
A02-0537.c1	A02-0537	CP143	D03	
A02-0550.c1	A02-0550	CP143	D04	
A03-0339.c1	A03-0339	CP144	A01	
A03-0340.c1	A03-0340	CP144	A02	
A03-0341.c1	A03-0341	CP144	A03	
A03-0354.c1	A03-0354	CP144	A04	
A02-0539.c1	A02-0539	CP144	A05	
A02-0540.c1	A02-0540	CP144	A06	
A02-0541.c1	A02-0541	CP144	B01	
A02-0546.c1	A02-0546	CP144	B02	
A03-0337.c1	A03-0337	CP144	B03	
A03-0343.c1	A03-0343	CP144	B04	
A03-0344.c1	A03-0344	CP144	B05	
A03-0358.c1	A03-0358	CP144	B06	
A01-0252.c1	A01-0252	CP144	C01	
A01-0253.c1	A01-0253	CP144	C02	
A01-0254.c1	A01-0254	CP144	C03	
A04-0076.c1	A04-0076	CP144	C04	
A04-0077.c1	A04-0077	CP144	C05	
C01-0171.c1	C01-0171	CP144	C06	
C01-0172.c1	C01-0172	CP144	D01	
C01-0173.c1	C01-0173	CP144	D02	
C01-0174.c1	C01-0174	CP144	D03	
C01-0175.c1	C01-0175	CP144	D04	
B01-0146.c1	B01-0146	CP144	D05	
B01-0152.c1	B01-0152	CP144	D06	
M04-0063.c1	M04-0063	CP145	A01	
M04-0053.c1	M04-0053	CP145	A02	
M04-0055.c1	M04-0055	CP145	A03	
M04-0056.c1	M04-0056	CP145	A04	
M04-0058.c1	M04-0058	CP145	A05	
M04-0059.c1	M04-0059	CP145	A06	
M04-0061.c1	M04-0061	CP145	B01	
M04-0074.c1	M04-0074	CP145	B02	
K01-0082.c1	K01-0082	CP145	B03	
K01-0083.c1	K01-0083	CP145	B04	
K01-0089.c1	K01-0089	CP145	B05	
